"Deal - ID","Person - ID","Deal - Deal created","Deal - Stage","Deal - Status","Deal - Lost reason","Deal - Nazwa kursu","Deal - Termin zakończenia kursu","Deal - Certyfikat - numer","Deal - Źródło finansowania","Person - Znaleziona praca - czy znalazł pracę","Person - Znaleziona praca - czy związana z kursem","Person - Znaleziona praca - czy się przebranżowił"
"162095","202542","2023-08-10 08:57:46","Kandydaci","Open","","Tester Oprogramowania","2023-10-15","2023/11/4","Własne","Brak informacji","Brak informacji","Brak informacji"
"162004","193731","2023-08-08 15:52:22","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2024-01-07","2023/10/33; 2024/2/2","Własne","","",""
"161993","198894","2023-08-08 13:53:27","Kandydaci","Open","","_old_Product Owner","2023-10-01","2023/10/28","Własne","Brak informacji","",""
"161968","119343","2023-08-08 10:27:56","Zakwalifikowani","Lost","4.4 Przeterminowani","Data Science","2024-02-04","","Własne","","",""
"161943","203225","2023-08-08 08:31:16","Po warsztatach CV","Open","","Frontend Developer - Js&React","2023-12-23","2024/1/30","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161891","203222","2023-08-07 12:53:07","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer Flexi","2023-11-26","","Własne","","",""
"161889","198779","2023-08-07 11:51:12","Kandydaci","Open","","_old_Product Owner","2023-10-01","2023/10/25","Własne","Brak informacji","",""
"161843","202322","2023-08-07 08:00:52","Po warsztatach CV","Open","","_old_Scrum Master","2023-09-24","2023/9/67","Własne","Tak","Nie","Nie"
"161701","196476","2023-08-03 09:36:35","Po warsztatach CV","Open","","UX Designer","2024-01-07","2024/3/1","Własne","","",""
"161571","203025","2023-08-01 20:37:48","Propozycja warsztatów","Open","","UX Designer Flexi","2023-11-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161567","203008","2023-08-01 20:29:02","Propozycja warsztatów","Open","","Python Developer","2023-11-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161565","202714","2023-08-01 20:22:39","Propozycja warsztatów","Open","","Python Developer","2023-11-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161562","159014","2023-08-01 20:08:33","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","2023/11/25","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161496","202781","2023-08-01 08:10:15","Symulacja 1","Lost","4.5 Urwany kontakt","Python Developer","2023-11-26","2023/12/26","Własne","","",""
"161410","157033","2023-07-31 09:07:36","Propozycja warsztatów","Open","","UX Designer Flexi","2023-11-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161404","202556","2023-07-31 08:38:06","Po warsztatach CV","Open","","Tester Oprogramowania","2023-11-12","2023/11/60","Własne","","",""
"161403","193787","2023-07-31 08:34:55","Kandydaci","Open","","Java Developer - Pełny kurs","2024-03-10","2024/6/28;2024/6/24","Własne","","",""
"161400","201117","2023-07-31 08:29:09","Po warsztatach CV","Open","","Business Intelligence","2023-12-10","2024/1/38","Własne","","",""
"161270","174985","2023-07-28 09:00:49","Po warsztatach CV","Open","","_old_Scrum Master","2023-09-24","2023/9/79","","Brak informacji","",""
"161254","202841","2023-07-27 17:25:02","Propozycja warsztatów","Open","","Data Science - SQL","2023-10-22","","Amazon","Nie - nadal w tej samej pracy","Brak informacji","Brak informacji"
"161252","202363","2023-07-27 17:09:51","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-11-05","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161250","202363","2023-07-27 17:09:38","Propozycja warsztatów","Lost","4.8 Duplikat","Java Developer - Introduction","2023-11-05","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161246","202364","2023-07-27 16:56:04","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-11-05","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161239","202842","2023-07-27 15:44:17","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161224","202771","2023-07-27 11:30:42","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","2023/11/30","Amazon","Tak","Tak","Częściowo"
"161215","202355","2023-07-27 09:47:06","Zakwalifikowani","Lost","4.7 Rezygnacja z kursu","_old_Scrum Master","2023-09-24","","Własne","Nie","Nie","Nie"
"161078","200884","2023-07-26 16:12:13","Symulacja 2","Lost","4.4 Przeterminowani","Cybersecurity","2023-10-22","2023/10/56","Santander","Nie","",""
"161070","98753","2023-07-26 15:09:55","Kandydaci","Open","","Tester Automatyzujący","2023-11-05","2023/12/23","Własne","Tak","Tak","Tak"
"161064","171323","2023-07-26 13:05:52","Propozycja warsztatów","Open","","HTML, CSS + WordPress","2023-08-06","2023/8/5","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161062","190125","2023-07-26 13:03:37","Propozycja warsztatów","Open","","HTML, CSS + WordPress","2023-08-06","2023/8/6","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161059","185349","2023-07-26 13:02:30","Propozycja warsztatów","Open","","HTML, CSS + WordPress","2023-08-06","2023/8/3","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161057","188706","2023-07-26 13:00:19","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/9/28","Urząd Pracy","","",""
"161055","174167","2023-07-26 12:58:00","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/6/48","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161052","189719","2023-07-26 12:56:02","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161049","165755","2023-07-26 12:53:20","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/7/29","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161047","165755","2023-07-26 12:53:10","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/7/29","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161045","166397","2023-07-26 12:52:29","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161043","166222","2023-07-26 12:51:40","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161041","174167","2023-07-26 12:49:06","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/6/48","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161039","161716","2023-07-26 12:48:12","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/6/50","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"161037","161022","2023-07-26 12:42:46","Po warsztatach CV","Open","","Tester Automatyzujący","2023-05-14","2023/6/51","Amazon","Brak informacji","Brak informacji","Brak informacji"
"161021","200474","2023-07-26 10:58:35","Propozycja warsztatów","Open","","Python Developer","2023-12-24","2024/1/52","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"160975","93933","2023-07-26 08:24:09","Propozycja warsztatów","Lost","4.4 Przeterminowani","Business Intelligence","2023-10-15","","Własne","","",""
"160946","202720","2023-07-25 15:28:21","Propozycja warsztatów","Open","","Python Developer","2023-11-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160939","202712","2023-07-25 14:42:28","Propozycja warsztatów","Open","","UX Designer Flexi","2023-11-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"160934","202215","2023-07-25 14:15:29","Po warsztatach CV","Open","","UX Designer Flexi","2023-11-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"160930","190400","2023-07-25 14:08:17","Propozycja warsztatów","Open","","UX Designer Flexi","2023-11-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"160926","202731","2023-07-25 13:07:49","Po warsztatach CV","Open","","Tester Oprogramowania","2023-09-17","2023/9/61","","Brak informacji","",""
"160876","173357","2023-07-25 08:16:31","Po warsztatach CV","Open","","Cybersecurity","2023-10-22","2023/10/57","Własne","Tak","Nie","Nie"
"160874","202625","2023-07-25 07:49:59","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","","Amazon","Tak","Nie","Nie"
"160871","185049","2023-07-25 07:35:15","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","2023/11/24","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160819","202629","2023-07-24 13:10:42","Propozycja warsztatów","Open","","Data Science - SQL","2023-09-17","2023/9/51","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160811","202550","2023-07-24 12:28:55","Kandydaci","Open","","_old_Scrum Master","2023-08-27","2023/9/6","Własne","Nie","",""
"160632","132718","2023-07-21 12:27:50","Zakwalifikowani","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-08-27","2023/9/15","Urząd Pracy","Brak informacji","",""
"160629","132718","2023-07-21 12:26:44","Po warsztatach CV","Open","","Frontend Developer - HTML/CSS","2023-10-08","","Urząd Pracy","Brak informacji","",""
"160625","199570","2023-07-21 12:21:09","Kandydaci","Open","","_old_Scrum Master","2023-08-27","2023/9/17","Urząd Pracy","Tak","Nie","Nie"
"160619","198977","2023-07-21 12:11:17","Kandydaci","Open","","_old_Scrum Master","2023-08-27","2023/8/42","Urząd Pracy","Tak","Tak","Nie"
"160570","197377","2023-07-21 08:50:09","Po warsztatach CV","Open","","UX Designer Flexi","2023-11-26","2024/1/49","","Tak","Nie","Nie"
"160485","201654","2023-07-20 16:26:41","Po warsztatach CV","Open","","Frontend Developer - Pełny kurs","2023-12-10","2023/12/24","Własne","","",""
"160471","199242","2023-07-20 14:28:51","Po warsztatach CV","Open","","Python Developer","2023-10-29","2023/11/33","Urząd Pracy","Brak informacji","",""
"160465","201826","2023-07-20 12:45:03","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-11-05","","Własne","","",""
"160441","202017","2023-07-20 08:40:07","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-11-05","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160386","201732","2023-07-19 16:22:26","Po warsztatach CV","Open","","Frontend Developer - Js&React","2023-12-10","2024/1/13","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160384","201142","2023-07-19 16:00:27","Propozycja warsztatów","Open","","Python Developer","2023-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"160381","202249","2023-07-19 15:52:24","Po warsztatach CV","Open","","_old_Scrum Master","2023-08-27","2023/9/9","","Brak informacji","",""
"160358","202403","2023-07-19 12:42:41","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-09-17","2023/9/62","Urząd Pracy","","",""
"160338","196270","2023-07-19 09:24:05","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Cybersecurity","2023-10-22","","Orange","Tak","Nie","Nie"
"160335","199245","2023-07-19 09:05:24","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Cybersecurity","2023-10-22","2023/10/54","Orange","Tak","Tak","Tak"
"160328","202382","2023-07-19 08:53:48","Po rozmowie 2","Open","","Python Developer","2023-10-29","","Orange","Brak informacji","Brak informacji","Brak informacji"
"160325","202381","2023-07-19 08:39:57","Po rozmowie 2","Open","","Cybersecurity","2023-10-22","2023/10/55","Orange","Tak","Tak","Tak"
"160317","192940","2023-07-19 08:07:52","Kandydaci","Open","","Tester Oprogramowania","2023-09-17","2023/9/71","Własne","","",""
"160214","198145","2023-07-18 14:49:41","Symulacja 2","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-11-12","2023/12/7","Własne","","",""
"160207","145732","2023-07-18 13:46:23","Zakwalifikowani","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-08-27","2023/9/8","Własne","","",""
"160175","183085","2023-07-18 09:27:21","Po warsztatach CV","Lost","4.2 Nie wysyłać CV do partnerów","Business Intelligence","2023-10-15","","BUR","Brak informacji","",""
"160170","201951","2023-07-18 09:11:50","Propozycja warsztatów","Open","","Data Science - SQL","2023-09-17","2023/9/57","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"160167","194390","2023-07-18 08:34:29","Propozycja warsztatów","Lost","4.7 Rezygnacja z kursu","Tester Oprogramowania","2023-09-17","","","","",""
"160163","201290","2023-07-18 08:07:51","Symulacja 2","Open","","Python Developer","2023-10-29","2023/12/14","Własne","","",""
"160091","201644","2023-07-17 12:45:13","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-11-05","","Urząd Pracy","","",""
"160086","161164","2023-07-17 12:35:33","Zakwalifikowani","Lost","4.4 Przeterminowani","_old_Product Owner","2023-08-04","2023/8/47","Urząd Pracy","Tak","Nie","Nie"
"159977","202101","2023-07-17 10:00:50","Propozycja warsztatów","Lost","4.7 Rezygnacja z kursu","Tester Oprogramowania","2023-09-17","","Urząd Pracy","","",""
"159974","186497","2023-07-17 08:06:53","Po warsztatach CV","Open","","_old_Scrum Master","2023-08-27","2023/8/44","Własne","Nie","",""
"159883","200509","2023-07-14 08:18:51","Po warsztatach CV","Open","","UX Designer","2023-11-05","","Własne","Tak","Tak","Tak"
"159839","183936","2023-07-13 15:21:34","Propozycja warsztatów","Open","","Data Science - SQL","2023-09-17","2023/9/34","Amazon","Tak","Tak","Tak"
"159835","201579","2023-07-13 15:15:31","Propozycja warsztatów","Open","","Python Developer","2023-11-26","2023/12/28","Amazon","Brak informacji","Brak informacji","Brak informacji"
"159814","201431","2023-07-13 10:29:08","Zakwalifikowani","Lost","4.4 Przeterminowani","Business Intelligence","2023-11-12","","Własne","","",""
"159805","194383","2023-07-13 08:18:51","Po warsztatach CV","Open","","_old_Scrum Master","2023-08-27","2023/9/13","Własne","Tak","Nie","Nie"
"159721","200935","2023-07-12 10:51:02","Propozycja warsztatów","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-08-27","","Własne","","",""
"159712","197243","2023-07-12 08:16:50","Symulacja 1","Lost","4.5 Urwany kontakt","Tester Oprogramowania","2023-09-17","2023/9/72","Własne","Tak","Nie","Nie"
"159710","199729","2023-07-12 08:12:47","Kandydaci","Open","","_old_Scrum Master","2023-08-27","2023/9/7","Własne","Nie - nadal w tej samej pracy","Nie","Nie"
"159707","201689","2023-07-12 08:03:01","Symulacja 1","Lost","4.5 Urwany kontakt","_old_Scrum Master","2023-08-27","2023/8/43","Własne","Nie","Nie","Nie"
"159533","199338","2023-07-10 14:08:34","Kandydaci","Open","","_old_Product Owner","2023-08-06","2023/8/25","Własne","Tak","Nie","Nie"
"159352","195872","2023-07-07 14:58:08","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-12-03","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"159349","201394","2023-07-07 14:40:54","Propozycja warsztatów","Open","","HTML, CSS + WordPress","2023-11-05","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"159346","201309","2023-07-07 14:28:06","Propozycja warsztatów","Open","","Data Science - SQL","2023-08-20","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158997","149733","2023-07-04 15:09:33","Odbyte konsultacje","Lost","4.2 Nie wysyłać CV do partnerów","_old_UX Designer Hybrydowy","","","Własne","Nie","",""
"158960","201314","2023-07-04 10:02:41","Po rozmowie 2","Open","","Business Intelligence","2023-10-15","2024/1/6","Orange","Brak informacji","Brak informacji","Brak informacji"
"158954","201312","2023-07-04 09:52:14","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2023-09-17","2023/10/2","Orange","Brak informacji","Brak informacji","Brak informacji"
"158951","201311","2023-07-04 09:47:11","Zakwalifikowani","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-10-15","2024/2/1","Orange","Brak informacji","Brak informacji","Brak informacji"
"158948","201310","2023-07-04 09:41:54","Kandydaci","Open","","Tester Oprogramowania","2023-09-17","2023/10/13","Orange","Tak","Brak informacji","Brak informacji"
"158923","192786","2023-07-04 07:55:30","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-11-05","","Urząd Pracy","","",""
"158921","157454","2023-07-04 07:50:29","Kandydaci","Open","","Tester Oprogramowania","2023-09-17","2023/10/1","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158864","108181","2023-07-03 15:21:12","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer Flexi","2023-10-29","","Własne","","",""
"158829","201112","2023-07-03 09:20:18","Kandydaci","Open","","_old_Scrum Master","2023-08-27","2023/9/14","Własne","Nie","Nie","Nie"
"158778","199110","2023-07-03 08:23:13","Symulacja 1","Lost","4.5 Urwany kontakt","_old_Product Owner","2023-08-06","2023/8/27","Własne","Tak","Tak","Nie"
"158776","159976","2023-07-02 17:02:54","Propozycja warsztatów","Lost","4.7 Rezygnacja z kursu","_old_Scrum Master","2023-08-27","","","","",""
"158736","126898","2023-07-01 21:54:46","Propozycja warsztatów","Open","","Data Science - SQL","2023-08-20","2023/9/43","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158733","200792","2023-07-01 21:50:13","Po warsztatach CV","Open","","Python Developer","2023-10-29","2023/12/25","Amazon","Nie","Nie","Nie"
"158727","87574","2023-07-01 21:14:26","Propozycja warsztatów","Open","","UX Designer Flexi","2023-11-26","","Amazon","Tak","Trudno powiedzieć","Częściowo"
"158658","201054","2023-06-30 14:39:53","Symulacja 2","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-08-27","2023/9/16","Własne","Nie - nadal w tej samej pracy","Nie","Nie"
"158642","134171","2023-06-30 10:10:22","Propozycja warsztatów","Open","","UX Designer Flexi","2023-10-29","","Amazon","Tak","Nie","Nie"
"158639","199447","2023-06-30 09:49:58","Propozycja warsztatów","Open","","UX Designer Flexi","2023-12-24","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158627","173907","2023-06-30 08:15:05","Kandydaci","Open","","Python Developer","2023-10-29","2023/11/42","Własne","Tak","Nie","Nie"
"158570","168717","2023-06-29 08:58:08","Kandydaci","Open","","Frontend Developer - Pełny kurs","2023-11-05","2023/9/41; 2023/11/2","Inne","Nie","","Nie"
"158563","200443","2023-06-29 08:05:05","Zakwalifikowani","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-11-05","2023/8/63; 2023/11/38","Własne","","",""
"158448","183448","2023-06-28 13:36:26","Propozycja warsztatów","Lost","4.4 Przeterminowani","Java Developer - Pełny kurs","2023-09-24","","Własne","","",""
"158443","175829","2023-06-28 13:16:35","Propozycja warsztatów","Open","","Frontend Developer - Js&React","2023-10-01","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158439","196097","2023-06-28 12:59:33","Propozycja warsztatów","Lost","4.4 Przeterminowani","Java Developer (ENG)","2023-12-17","","","","",""
"158437","196839","2023-06-28 12:58:53","Propozycja warsztatów","Lost","4.4 Przeterminowani","Java Developer (ENG)","2023-12-17","","","","",""
"158433","198207","2023-06-28 12:47:25","Propozycja warsztatów","Lost","4.4 Przeterminowani","Java Developer (ENG)","2024-02-23","2023/9/30","","","",""
"158431","195726","2023-06-28 12:45:40","Po warsztatach CV","Open","","Java Developer (ENG)","2023-12-04","2024/1/24","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158428","196735","2023-06-28 12:44:52","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158426","198172","2023-06-28 12:44:26","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158424","197846","2023-06-28 12:43:49","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158422","197829","2023-06-28 12:43:14","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158421","197916","2023-06-28 12:42:42","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158418","197809","2023-06-28 12:42:13","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158417","198075","2023-06-28 12:41:42","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/10/18","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158415","196722","2023-06-28 12:40:40","Po warsztatach CV","Open","","Python Developer (ENG)","2023-08-27","2023/10/16","Amazon","Brak informacji","",""
"158413","197955","2023-06-28 12:39:36","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158411","198052","2023-06-28 12:39:03","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Tak","Tak","Nie"
"158409","197899","2023-06-28 12:38:18","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/10/19","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158407","197976","2023-06-28 12:37:03","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158405","197815","2023-06-28 12:36:15","Propozycja warsztatów","Open","","_old_HTML/CSS (ENG)","2023-10-01","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158402","193283","2023-06-28 12:35:16","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158400","197391","2023-06-28 12:32:40","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158399","197445","2023-06-28 12:32:04","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/10/17","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158396","197810","2023-06-28 12:23:57","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158394","198306","2023-06-28 12:22:45","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158392","197406","2023-06-28 12:22:07","Po warsztatach CV","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","",""
"158390","197214","2023-06-28 12:20:36","Po warsztatach CV","Open","","Python Developer (ENG)","2023-08-27","2023/9/81","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158388","196070","2023-06-28 12:19:38","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158386","197336","2023-06-28 12:18:05","Po warsztatach CV","Open","","Python Developer (ENG)","2023-08-27","2023/9/49","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158384","196093","2023-06-28 12:16:40","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158382","196017","2023-06-28 12:16:00","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158379","196962","2023-06-28 12:04:56","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158377","196857","2023-06-28 12:04:29","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/9/46","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158374","196162","2023-06-28 12:03:41","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158373","196117","2023-06-28 12:02:01","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/9/82","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158370","196520","2023-06-28 12:01:23","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/9/47","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158369","196007","2023-06-28 11:55:05","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158367","196454","2023-06-28 11:54:25","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158365","196430","2023-06-28 11:53:18","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158363","196021","2023-06-28 11:52:23","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158361","198126","2023-06-28 11:50:11","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158358","193383","2023-06-28 11:48:44","Propozycja warsztatów","Open","","Python Developer (ENG)","2023-08-27","2023/9/48","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"158250","199498","2023-06-27 16:05:41","Po warsztatach CV","Open","","UX Designer Flexi","2023-10-29","","Amazon","Tak","Nie","Nie"
"158228","199853","2023-06-27 13:03:12","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"158172","200795","2023-06-26 15:50:16","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-08-27","2023/10/3","Własne","","",""
"158148","127128","2023-06-26 11:25:27","Po warsztatach CV","Open","","Frontend Developer - Pełny kurs","2023-11-05","2023/10/34","Własne","","",""
"158139","181463","2023-06-26 10:15:46","Po warsztatach CV","Open","","Data Science","2023-10-08","2023/9/54","Urząd Pracy","Nie","",""
"158135","183615","2023-06-26 10:10:45","Propozycja warsztatów","Lost","4.4 Przeterminowani","Data Science","2023-10-08","2023/9/52","Urząd Pracy","","",""
"157952","156135","2023-06-23 10:16:10","Propozycja warsztatów","Open","","UX Designer Flexi","2023-10-29","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"157948","200066","2023-06-23 10:04:58","Po warsztatach CV","Open","","Python Developer","2023-10-29","2023/11/34","Amazon","Brak informacji","Brak informacji","Brak informacji"
"157941","194090","2023-06-23 08:05:10","Po warsztatach CV","Open","","Tester Oprogramowania","2023-08-20","2023/9/24","Własne","Nie","",""
"157866","153780","2023-06-22 08:09:33","Po warsztatach CV","Open","","Tester Oprogramowania","2023-08-20","2023/9/38","Własne","Brak informacji","",""
"157831","162744","2023-06-21 15:18:52","Po warsztatach CV","Open","","Business Intelligence","2023-10-15","","","Brak informacji","",""
"157826","200401","2023-06-21 14:16:29","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-08-20","2023/10/62","","","",""
"157818","90487","2023-06-21 13:26:11","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-08-27","","Własne","","",""
"157726","200329","2023-06-20 08:23:01","Propozycja warsztatów","Lost","4.4 Przeterminowani","Data Science","2023-10-08","2023/7/18","Własne","","",""
"157725","174592","2023-06-20 08:19:01","Po warsztatach CV","Open","","Tester Oprogramowania","2023-08-20","2023/9/19","Własne","Brak informacji","",""
"157623","165763","2023-06-19 09:39:01","Propozycja warsztatów","Open","","Python Developer","2023-11-26","","Amazon","Tak","Nie","Nie"
"157616","199544","2023-06-19 08:25:59","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer Flexi","2023-10-29","","Własne","","",""
"157614","200019","2023-06-19 08:22:05","Po warsztatach CV","Open","","Tester Oprogramowania","2023-08-20","","Własne","Brak informacji","",""
